applicant_id,monitoring_month,jurisdiction,protected_group,age,annual_income,employment_years,debt_to_income,credit_history_years,missed_payments_12m,prior_default,loan_amount,product_type,actual_repaid,true_repayment_probability,predicted_repayment_probability,approved
A00-00215,0,US,Minority,45,55419.28,8.83,0.126,10.78,1,0,25860.76,auto,1,0.6857,0.7152532284893697,1
A00-00216,0,US,Majority,36,84545.02,2.88,0.376,8.3,2,0,13557.67,auto,1,0.5868,0.5081571402961516,0
A00-00217,0,EU,Majority,51,95612.51,12.43,0.225,5.69,1,0,16521.66,personal,0,0.7434,0.6919901417711782,1
A00-00218,0,US,Minority,64,40840.19,10.22,0.451,2.3,2,0,24676.21,auto,1,0.174,0.1666627291648263,0
A00-00219,0,EU,Majority,29,65396.8,13.62,0.306,9.32,0,0,37786.75,personal,1,0.6564,0.6776545363760017,1
A00-00220,0,US,Majority,28,27816.2,5.84,0.3,6.28,1,0,26600.5,auto,0,0.2957,0.2876506311157795,0
A00-00221,0,EU,Majority,29,65111.67,5.21,0.336,8.21,1,0,39808.24,auto,0,0.5162,0.5375626076582081,0
A00-00222,0,US,Majority,57,52995.84,4.45,0.193,7.54,0,1,24753.35,auto,0,0.3502,0.3718967549666694,0
A00-00223,0,US,Minority,50,57362.41,17.27,0.276,5.32,3,0,24211.82,personal,0,0.3033,0.3325077848554047,0
A00-00224,0,US,Majority,38,124049.22,8.08,0.299,9.68,0,0,20903.58,personal,1,0.9089,0.875799654311649,1
A00-00225,0,EU,Minority,39,94138.27,2.55,0.238,9.32,1,0,24952.09,personal,1,0.748,0.7271183679024916,1
A00-00226,0,EU,Majority,30,41150.5,11.64,0.416,16.36,0,0,14762.92,personal,1,0.6733,0.6644204662508894,1
A00-00227,0,US,Majority,49,79059.03,5.09,0.293,11.53,0,0,14921.37,personal,1,0.7932,0.7583418400986014,1
A00-00228,0,US,Majority,35,83679.69,0.79,0.156,14.87,1,0,21182.1,auto,1,0.8544,0.8540237574800049,1
A00-00229,0,EU,Majority,36,62079.96,3.56,0.263,5.23,0,0,28723.63,auto,1,0.576,0.5293452523020316,0
A00-00230,0,US,Majority,46,71887.84,10.22,0.342,2.1,1,0,23628.62,auto,0,0.466,0.39700805661544675,0
A00-00231,0,US,Majority,37,73743.66,7.41,0.276,8.44,1,0,20148.18,auto,1,0.67,0.628391133570993,1
A00-00232,0,EU,Minority,36,35914.38,8.25,0.423,10.53,0,0,30051.02,personal,0,0.4311,0.4467157154679933,0
A00-00233,0,US,Majority,39,48904.74,11.57,0.399,11.3,3,0,11327.61,personal,0,0.338,0.33954742208213096,0
A00-00234,0,US,Minority,48,64773.64,1.64,0.663,11.95,1,0,23910.11,personal,0,0.41,0.3867875140745403,0
A00-00235,0,US,Minority,57,63388.65,3.58,0.513,0.5,1,0,32973.88,auto,0,0.2414,0.20573177017687772,0
A00-00236,0,US,Majority,45,55037.31,5.91,0.134,13.51,0,0,32298.76,personal,1,0.7525,0.7991641230538793,1
A00-00237,0,US,Minority,48,46406.85,10.39,0.332,8.44,1,1,30927.58,personal,0,0.1801,0.22599959284035426,0
A00-00238,0,EU,Majority,37,66794.19,2.86,0.298,2.32,1,0,23137.17,personal,0,0.3853,0.32255130872303617,0
A00-00239,0,EU,Majority,31,85336.87,4.67,0.399,11.39,1,0,22374.71,auto,1,0.724,0.6838873478284113,1
A00-00240,0,US,Minority,46,60046.77,5.69,0.263,7.78,1,0,24037.68,home_improvement,1,0.5339,0.5747275806877927,1
A00-00241,0,EU,Minority,41,92331.89,3.47,0.311,8.62,3,0,38963.24,home_improvement,0,0.4967,0.6000650540645638,1
A00-00242,0,US,Majority,23,55279.41,5.66,0.181,12.5,1,0,30161.54,personal,1,0.6328,0.6716595294327945,1
A00-00243,0,EU,Majority,35,72169.09,5.19,0.258,10.22,2,0,25811.86,auto,1,0.601,0.6077886950554561,1
A00-00244,0,US,Majority,38,61768.39,4.07,0.262,2.61,2,0,29801.61,personal,0,0.2857,0.2772938089792317,0
A00-00245,0,EU,Minority,33,72671.26,8.82,0.337,6.53,1,1,28844.79,auto,1,0.2941,0.2939342241304167,0
A00-00246,0,US,Majority,55,53649.83,7.93,0.188,2.03,2,0,29496.59,personal,0,0.2809,0.2974717870372139,0
A00-00247,0,US,Majority,44,105120.56,9.04,0.448,11.1,0,0,25550.16,personal,1,0.8307,0.8001021180091533,1
A00-00248,0,US,Majority,54,36378.36,9.49,0.387,14.09,0,0,20135.57,personal,1,0.5802,0.6040689490628687,1
A00-00249,0,US,Majority,42,101094.12,13.2,0.156,3.53,0,0,41518.17,personal,0,0.7783,0.7754130910877404,1
A00-00250,0,US,Majority,40,70209.78,2.0,0.333,5.81,0,0,8942.39,home_improvement,1,0.6244,0.5487556123203943,0
A00-00251,0,EU,Minority,29,71996.07,2.17,0.187,3.57,0,0,28547.67,personal,1,0.5878,0.5301958000247513,0
A00-00252,0,EU,Majority,39,93855.97,8.39,0.491,6.68,0,0,19917.22,home_improvement,0,0.7039,0.6517849809345273,1
A00-00253,0,US,Majority,39,84795.57,4.31,0.524,10.15,1,0,7855.92,personal,1,0.6252,0.5179056808158073,0
A00-00254,0,EU,Majority,24,54629.49,3.97,0.323,6.73,0,0,19867.61,personal,0,0.5151,0.44189172849295427,0
A00-00255,0,EU,Minority,33,72901.7,3.6,0.273,9.71,1,0,29594.92,auto,1,0.6565,0.6507390950259164,1
A00-00256,0,EU,Minority,35,96982.01,9.22,0.295,11.36,2,1,28788.61,auto,1,0.4969,0.5358026055621508,0
A00-00257,0,EU,Majority,44,51641.46,16.66,0.276,12.91,0,0,32864.33,home_improvement,0,0.717,0.7966904429664863,1
A00-00258,0,EU,Majority,44,108750.14,9.46,0.317,4.03,0,0,38923.14,auto,1,0.7821,0.7487281717492928,1
A00-00259,0,US,Majority,33,75828.35,4.19,0.494,14.04,1,0,14080.01,auto,0,0.7032,0.6483498791696801,1
A00-00260,0,EU,Majority,44,60268.67,8.95,0.445,14.36,2,0,30228.59,personal,0,0.4903,0.5574740460442327,1
A00-00261,0,EU,Minority,37,44527.5,2.12,0.492,13.31,2,0,33498.32,home_improvement,0,0.3194,0.424477748807143,0
A00-00262,0,US,Majority,21,64257.55,0.66,0.35,7.87,2,0,25969.52,auto,0,0.4148,0.38545548411575525,0
A00-00263,0,US,Majority,34,31349.71,4.98,0.192,5.49,0,0,27705.83,auto,0,0.4343,0.4181931966704069,0
A00-00264,0,US,Minority,51,53610.36,1.65,0.283,3.16,1,0,10610.6,auto,0,0.4028,0.3138776557825865,0
A00-00265,0,EU,Majority,21,63504.38,4.31,0.337,4.09,1,0,19049.62,personal,1,0.4058,0.3241097888393272,0
A00-00266,0,US,Majority,40,48086.14,6.3,0.186,8.55,1,0,35505.57,home_improvement,1,0.4912,0.5956203436434641,1
A00-00267,0,EU,Majority,56,82709.06,18.38,0.366,11.89,2,0,23123.72,auto,1,0.7125,0.7311491362514044,1
A00-00268,0,EU,Majority,31,64343.44,10.86,0.427,13.73,0,0,46305.55,home_improvement,1,0.6774,0.7739648419553846,1
A00-00269,0,EU,Majority,39,56419.9,1.67,0.395,6.56,0,0,14922.61,auto,1,0.5287,0.4284774836103192,0
A00-00270,0,US,Majority,25,62318.66,1.8,0.391,8.35,1,0,41860.08,personal,1,0.4045,0.43310816011016207,0
A00-00271,0,EU,Majority,57,75247.04,3.49,0.106,8.08,2,0,24108.34,auto,1,0.6436,0.6613286691528931,1
A00-00272,0,EU,Majority,38,69891.2,14.57,0.49,5.96,2,0,33735.24,auto,0,0.373,0.37154470775527454,0
A00-00273,0,US,Majority,40,55181.47,1.73,0.142,11.44,1,0,24169.11,personal,0,0.6238,0.650484884858637,1
A00-00274,0,EU,Minority,54,63887.42,3.62,0.357,8.55,0,0,28094.17,auto,0,0.6224,0.6038113772094738,1
A00-00275,0,US,Majority,46,67537.16,3.61,0.404,9.07,0,0,28683.99,auto,1,0.6307,0.6028464494675978,1
A00-00276,0,EU,Majority,29,46850.18,7.19,0.373,9.93,1,0,19780.4,home_improvement,0,0.4621,0.48536613520128546,0
A00-00277,0,US,Majority,32,63018.41,9.08,0.177,10.96,1,0,32581.47,home_improvement,1,0.6716,0.7484300921209097,1
A00-00278,0,US,Minority,44,72507.43,7.98,0.243,9.52,4,1,27246.65,personal,0,0.1581,0.22038452190766777,0
A00-00279,0,US,Minority,32,72370.63,6.62,0.409,3.75,0,0,30920.26,personal,0,0.4865,0.4231454064001094,0
A00-00280,0,US,Majority,21,64130.68,2.06,0.391,12.09,1,0,3000.0,personal,0,0.6187,0.517165352276714,0
A00-00281,0,US,Majority,38,81358.68,6.02,0.197,9.52,2,0,27008.83,auto,1,0.6715,0.6799757432046152,1
A00-00282,0,EU,Majority,23,49880.85,11.76,0.377,6.76,1,1,36791.23,home_improvement,0,0.1596,0.21861230464784895,0
A00-00283,0,US,Majority,57,50469.23,13.98,0.148,9.44,1,0,28986.65,auto,1,0.6296,0.681406687710453,1
A00-00284,0,US,Majority,41,63726.16,7.08,0.405,9.88,1,0,32967.76,home_improvement,0,0.5155,0.5845598367373953,1
A00-00285,0,EU,Majority,29,96953.76,1.68,0.224,12.83,3,0,32063.57,auto,0,0.7078,0.7417165669428076,1
A00-00286,0,EU,Majority,31,71601.78,7.15,0.34,4.32,2,0,39813.35,auto,0,0.3718,0.38184183667296057,0
A00-00287,0,US,Majority,21,63268.05,5.18,0.32,13.8,2,0,29731.47,home_improvement,0,0.5675,0.6536075704801698,1
A00-00288,0,EU,Majority,27,97838.62,1.89,0.469,8.59,0,0,22923.52,personal,0,0.7263,0.6401987498289449,1
A00-00289,0,US,Majority,50,63048.17,2.75,0.359,6.48,1,0,33987.66,personal,1,0.4043,0.41806308678470305,0
A00-00290,0,EU,Minority,64,103959.93,3.11,0.303,4.95,0,0,35840.48,personal,1,0.7328,0.7145123015062478,1
A00-00291,0,US,Majority,47,58785.62,8.41,0.373,4.49,1,0,31187.0,personal,0,0.3557,0.3499013239732619,0
A00-00292,0,EU,Minority,38,42277.15,13.65,0.632,0.5,0,0,23391.19,auto,1,0.2184,0.1513542620452912,0
A00-00293,0,EU,Majority,34,65339.12,7.68,0.419,11.21,2,0,28096.35,personal,0,0.4546,0.4781541836913088,0
A00-00294,0,EU,Minority,28,56767.4,8.57,0.368,15.02,1,0,35929.86,personal,1,0.6039,0.6690561504813204,1
A00-00295,0,EU,Minority,62,46153.32,5.41,0.275,0.63,1,0,28996.37,personal,0,0.2417,0.2351320991778102,0
A00-00296,0,EU,Minority,37,110937.51,3.93,0.301,3.3,0,0,18569.77,personal,1,0.7734,0.6647068502745517,1
A00-00297,0,US,Minority,62,67553.9,7.81,0.457,10.11,6,0,20865.95,personal,0,0.1464,0.19467252768977403,0
A00-00298,0,EU,Minority,54,70320.74,6.67,0.269,6.92,2,0,22408.4,home_improvement,0,0.4892,0.5365873648016201,0
A00-00299,0,EU,Majority,21,59724.29,3.3,0.33,11.84,1,0,18020.34,auto,1,0.6272,0.5849228034901549,1
A00-00300,0,EU,Minority,32,50524.28,6.41,0.548,6.69,2,0,7998.44,auto,0,0.2778,0.20267623751424146,0
A00-00301,0,US,Majority,32,87985.61,5.62,0.348,6.18,0,0,46674.73,personal,1,0.6346,0.6420419427852294,1
A00-00302,0,US,Majority,38,36659.01,4.64,0.201,7.6,0,0,17491.91,personal,1,0.5,0.4663728290108921,0
A00-00303,0,EU,Majority,38,46785.58,3.84,0.591,0.5,1,0,19145.83,auto,0,0.1686,0.11162952998118286,0
A00-00304,0,US,Minority,70,56801.14,7.08,0.586,2.53,3,0,10351.18,personal,0,0.1313,0.10473385634129401,0
A00-00305,0,US,Majority,27,94169.9,4.01,0.39,12.29,1,0,37330.2,personal,0,0.7213,0.7345099812823191,1
A00-00306,0,US,Majority,42,61384.18,16.67,0.483,13.27,3,0,24377.87,auto,0,0.452,0.49845672993379936,0
A00-00307,0,EU,Majority,46,76406.88,7.53,0.298,14.12,1,0,24806.77,auto,1,0.7819,0.7936977391186204,1
A00-00308,0,US,Majority,39,69026.84,7.15,0.417,10.26,1,0,23339.67,home_improvement,1,0.5794,0.6048381061424754,1
A00-00309,0,US,Majority,40,93128.91,5.06,0.279,0.5,1,0,31637.29,personal,0,0.5047,0.44221374707458927,0
A00-00310,0,US,Majority,28,38390.26,4.39,0.167,5.96,1,0,20744.13,auto,0,0.4273,0.3968720206247259,0
A00-00311,0,EU,Majority,40,82483.3,1.39,0.641,13.8,1,0,9458.13,personal,0,0.6213,0.5336278416130155,0
A00-00312,0,EU,Majority,45,64720.92,3.45,0.161,14.99,0,1,12189.37,auto,1,0.6591,0.6649921624461781,1
A00-00313,0,US,Majority,43,86072.8,1.66,0.366,13.95,1,0,17967.05,home_improvement,1,0.7712,0.7852958178473833,1
A00-00314,0,US,Majority,45,52933.64,1.64,0.364,7.55,1,0,28433.32,auto,0,0.4182,0.4097938953147339,0
A00-00315,0,EU,Majority,55,68963.47,2.47,0.392,3.27,1,0,31853.96,personal,0,0.3484,0.3293672951405379,0
A00-00316,0,US,Majority,49,66552.37,11.07,0.319,8.34,2,1,37198.41,auto,0,0.2261,0.29575623269740475,0
A00-00317,0,EU,Minority,40,42453.73,11.04,0.365,7.16,2,0,11697.47,auto,0,0.3419,0.3023580478743025,0
A00-00318,0,US,Majority,26,44172.15,3.51,0.347,14.76,0,0,30560.49,home_improvement,1,0.6301,0.7008724347808739,1
A00-00319,0,EU,Minority,32,50472.18,2.02,0.433,8.01,3,0,21423.16,auto,0,0.2359,0.22618475610083366,0
A00-00320,0,US,Minority,37,63968.69,4.27,0.375,7.17,2,0,50978.95,home_improvement,0,0.3137,0.44194122987401674,0
A00-00321,0,EU,Majority,42,54118.67,8.36,0.322,8.79,2,0,39331.27,personal,1,0.35,0.4257267081712304,0
A00-00322,0,US,Majority,34,62228.6,9.81,0.171,10.1,1,0,37948.1,auto,1,0.6618,0.7113762978490985,1
A00-00323,0,EU,Majority,29,32669.85,6.35,0.572,11.01,3,0,31824.02,personal,1,0.1366,0.16805975003373966,0
A00-00324,0,EU,Minority,26,54457.65,7.03,0.439,4.2,1,0,28269.43,auto,0,0.3314,0.2836194122851821,0
A00-00325,0,EU,Majority,21,87948.15,6.63,0.355,4.27,1,0,22276.67,home_improvement,0,0.5802,0.5319894471179868,0
A00-00326,0,US,Minority,36,74898.43,1.75,0.3,12.58,1,0,24973.5,auto,1,0.7218,0.7156169739793568,1
A00-00327,0,US,Majority,23,66848.48,2.17,0.21,1.94,0,0,21973.53,auto,0,0.5625,0.4521509838960417,0
A00-00328,0,EU,Majority,28,73129.4,13.96,0.433,15.05,0,0,29592.9,personal,1,0.7792,0.7868162284194455,1
A00-00329,0,EU,Majority,35,52763.05,6.34,0.311,0.86,1,0,36566.48,personal,0,0.2511,0.24118456105749722,0
A00-00330,0,US,Minority,24,92364.33,1.13,0.45,4.76,2,0,27977.48,auto,0,0.4563,0.3819020669692728,0
A00-00331,0,US,Majority,43,107787.49,7.28,0.168,12.39,1,0,18684.84,personal,0,0.8895,0.8792223068692571,1
A00-00332,0,US,Minority,47,64631.65,3.01,0.561,7.1,0,0,16389.65,personal,0,0.4612,0.36758969436717703,0
A00-00333,0,EU,Minority,33,110723.03,10.26,0.483,1.83,1,1,28150.45,auto,1,0.3384,0.2680536519454764,0
A00-00334,0,EU,Majority,34,55576.53,9.64,0.32,10.21,1,0,35736.6,auto,0,0.5488,0.5871905156542608,1
A00-00335,0,EU,Majority,45,44729.49,8.1,0.386,8.77,3,0,34075.49,personal,0,0.2078,0.2671188387789322,0
A00-00336,0,EU,Majority,31,55017.15,6.29,0.419,7.64,2,0,37674.07,personal,1,0.2771,0.31100238773877176,0
A00-00337,0,US,Minority,30,57329.68,11.68,0.215,4.6,2,0,27612.97,personal,0,0.3684,0.37140952910399877,0
A00-00338,0,US,Majority,52,112429.26,12.35,0.531,8.36,1,0,28613.16,auto,1,0.7573,0.7165006041428922,1
A00-00339,0,US,Minority,49,56157.98,3.06,0.433,4.77,0,1,39062.34,home_improvement,0,0.1609,0.2080261019900426,0
A00-00340,0,EU,Majority,46,52166.54,8.05,0.246,18.24,3,0,14882.06,personal,0,0.5929,0.6694571601182471,1
A00-00341,0,US,Minority,49,44429.28,3.87,0.243,6.14,0,0,22073.72,personal,0,0.4717,0.44576097662733777,0
A00-00342,0,US,Minority,21,83160.42,2.77,0.493,5.6,1,0,39221.96,home_improvement,0,0.4414,0.4547451709988406,0
A00-00343,0,US,Majority,54,87448.73,12.35,0.355,6.33,1,0,19198.89,personal,1,0.6445,0.5952805333694678,1
A00-00344,0,US,Minority,43,52275.91,8.8,0.433,14.21,1,0,24218.69,auto,0,0.5954,0.6150242419003372,1
A00-00345,0,EU,Minority,50,25860.1,6.6,0.378,0.54,2,0,30128.84,personal,0,0.0927,0.09586620741106996,0
A00-00346,0,US,Minority,43,40056.72,3.27,0.255,8.54,1,0,26789.8,home_improvement,0,0.4099,0.4789383672267262,0
A00-00347,0,US,Majority,40,101203.63,12.55,0.391,7.54,2,0,41682.81,auto,1,0.6355,0.6583865849893772,1
A00-00348,0,EU,Majority,36,81587.35,2.98,0.306,2.81,1,0,43462.84,personal,0,0.4325,0.43419837468610106,0
A00-00349,0,US,Majority,43,69743.77,2.53,0.327,5.22,1,1,28760.08,personal,0,0.2025,0.20724505011325672,0
A00-00350,0,US,Majority,36,104007.83,5.63,0.615,9.77,1,0,36157.17,personal,0,0.6179,0.5915908637045484,1
A00-00351,0,US,Majority,49,105708.2,8.36,0.434,5.04,1,0,15619.13,personal,1,0.6718,0.5694809567059683,1
A00-00352,0,EU,Majority,22,67817.15,4.54,0.441,9.54,0,0,26546.18,personal,1,0.5916,0.5403799663612443,0
A00-00353,0,US,Majority,33,68166.14,35.0,0.656,15.42,1,0,44718.1,auto,0,0.6731,0.7474129580613745,1
A00-00354,0,EU,Majority,61,57441.11,6.23,0.376,9.18,2,0,44111.15,auto,0,0.3707,0.46809422755659585,0
A00-00355,0,EU,Majority,32,63092.54,3.86,0.344,2.69,0,0,18233.3,personal,1,0.4562,0.35066085184007006,0
A00-00356,0,EU,Minority,36,33259.83,4.15,0.293,3.71,0,0,23383.65,personal,0,0.3143,0.27527192328923245,0
A00-00357,0,US,Minority,29,33182.66,14.85,0.321,5.96,0,0,25096.8,home_improvement,0,0.4177,0.4396504922572548,0
A00-00358,0,EU,Majority,43,35769.48,5.31,0.084,7.09,0,0,28415.02,personal,0,0.5196,0.5451717522883225,0
A00-00359,0,US,Majority,31,89102.4,12.1,0.425,9.11,0,0,37665.66,auto,0,0.7549,0.7391689305389001,1
A00-00360,0,US,Minority,37,31833.36,1.59,0.223,8.35,1,0,39988.77,auto,0,0.3531,0.4174471849093495,0
A00-00361,0,US,Majority,48,105549.28,10.38,0.438,15.42,0,0,25609.57,auto,1,0.9075,0.8992146956939656,1
A00-00362,0,US,Majority,31,54622.82,3.37,0.325,8.49,0,0,37394.02,auto,1,0.5539,0.5587724174026034,1
A00-00363,0,US,Majority,48,101509.65,8.92,0.345,3.89,0,0,35428.46,home_improvement,0,0.719,0.720029351133787,1
A00-00364,0,US,Majority,48,61563.97,3.36,0.325,13.12,0,0,23767.66,personal,1,0.7011,0.7053860767442808,1
A00-00365,0,US,Majority,51,38742.45,4.34,0.496,13.55,0,0,8582.85,personal,1,0.5265,0.47949356557185185,0
A00-00366,0,US,Minority,41,85891.8,2.71,0.52,8.03,0,0,38207.85,personal,1,0.5842,0.561591721714992,1
A00-00367,0,EU,Majority,70,95135.45,9.02,0.327,7.51,0,0,28295.01,personal,1,0.768,0.7550084167308244,1
A00-00368,0,EU,Majority,51,51285.03,9.84,0.222,10.99,1,0,30826.73,personal,1,0.566,0.6300629785088356,1
A00-00369,0,US,Minority,43,55198.61,3.45,0.486,6.26,0,0,17581.6,personal,1,0.4193,0.33927998649179725,0
A00-00370,0,EU,Minority,29,44289.88,1.92,0.258,0.5,2,0,43772.0,auto,0,0.168,0.1819092077100297,0
A00-00371,0,US,Majority,38,66209.99,12.0,0.143,10.75,4,0,29406.47,personal,0,0.4316,0.5323812896851782,0
A00-00372,0,US,Majority,55,70548.75,3.73,0.39,12.07,1,0,19607.79,home_improvement,0,0.6418,0.6765811150199588,1
A00-00373,0,US,Majority,58,61823.72,5.14,0.476,14.26,2,0,16528.83,personal,1,0.4987,0.5167089730789168,0
A00-00374,0,US,Majority,55,33941.06,3.05,0.281,5.58,0,1,30715.61,auto,1,0.1663,0.18783756238599195,0
A00-00375,0,US,Majority,48,57463.29,8.52,0.379,9.4,1,0,30006.08,personal,1,0.4726,0.4977326824713393,0
A00-00376,0,US,Minority,25,74866.86,8.65,0.325,8.09,1,0,24512.07,personal,0,0.5958,0.5586883410295227,1
A00-00377,0,US,Majority,44,64530.91,13.13,0.417,8.84,1,0,30754.53,auto,1,0.5481,0.5528440646228886,1
A00-00378,0,US,Majority,25,62278.63,10.55,0.461,8.96,1,0,31506.2,personal,1,0.4517,0.4461956495131677,0
A00-00379,0,US,Minority,23,43815.25,10.14,0.343,7.25,1,0,26636.85,auto,0,0.4103,0.38991304716491565,0
A00-00380,0,US,Majority,42,56909.02,5.44,0.207,9.35,0,0,18360.35,auto,1,0.7074,0.6724702495159238,1
A00-00381,0,US,Minority,45,88270.01,5.03,0.2,10.06,0,0,34741.41,auto,1,0.832,0.8353829007364383,1
A00-00382,0,US,Minority,49,39844.23,8.45,0.486,11.98,1,0,30614.72,auto,0,0.4092,0.4491271916448821,0
A00-00383,0,US,Majority,44,82195.64,5.25,0.194,5.47,2,0,31193.41,home_improvement,0,0.5395,0.59639565596654,1
A00-00384,0,US,Majority,45,69394.05,10.76,0.375,7.81,4,0,19153.51,personal,1,0.2821,0.2963856805177001,0
A00-00385,0,US,Minority,28,66151.4,2.92,0.468,5.41,1,0,17360.51,home_improvement,0,0.4017,0.35436592200634975,0
A00-00386,0,US,Minority,38,47585.23,1.57,0.315,4.84,0,0,26159.05,personal,1,0.3966,0.35590786589997336,0
A00-00387,0,EU,Minority,22,54816.23,7.88,0.355,0.64,1,0,35883.43,personal,1,0.2453,0.21989981393350147,0
A00-00388,0,US,Majority,21,68391.32,4.04,0.45,8.6,1,0,38462.89,home_improvement,0,0.4567,0.5069146812230407,0
A00-00389,0,US,Minority,47,51607.33,2.62,0.278,9.02,2,1,28220.06,personal,0,0.1538,0.19773094326437154,0
A00-00390,0,US,Majority,31,74797.21,17.75,0.221,7.88,0,1,23637.61,home_improvement,1,0.525,0.5676351921652302,1
A00-00391,0,EU,Majority,49,77191.34,5.75,0.302,8.46,3,0,18474.06,auto,0,0.4921,0.48226474161251004,0
A00-00392,0,EU,Majority,51,109781.43,2.21,0.483,10.17,3,0,32202.61,home_improvement,1,0.5659,0.6277666809975784,1
A00-00393,0,EU,Minority,32,66785.61,3.73,0.568,12.74,1,0,26236.97,personal,0,0.5005,0.48534029131321166,0
A00-00394,0,EU,Majority,45,32167.39,4.77,0.318,6.82,1,0,32663.19,auto,0,0.3042,0.3293120251257094,0
A00-00395,0,US,Majority,32,90597.36,7.79,0.245,3.81,1,0,20870.33,personal,1,0.6346,0.5556877211716861,1
A00-00396,0,EU,Minority,21,57626.46,3.74,0.503,6.74,1,0,23511.86,personal,0,0.3342,0.27882349109870225,0
A00-00397,0,US,Majority,40,106726.58,5.19,0.13,16.03,0,0,41317.13,auto,1,0.9425,0.9544110180437084,1
A00-00398,0,EU,Majority,34,96447.56,6.74,0.36,3.86,2,0,39841.51,auto,0,0.5049,0.49166040233662867,0
A00-00399,0,US,Majority,34,58899.92,7.5,0.325,11.1,2,0,20630.21,auto,1,0.5273,0.5256109632649542,0
A00-00400,0,US,Majority,61,82216.15,5.43,0.485,13.13,2,0,35724.47,auto,0,0.5891,0.6470188559147388,1
A00-00401,0,EU,Minority,22,50214.85,14.72,0.542,0.5,1,0,16959.97,auto,0,0.2397,0.15726515838312083,0
A00-00402,0,US,Minority,43,61551.13,8.58,0.262,8.74,4,0,23468.18,personal,0,0.2936,0.34204166351954807,0
A00-00403,0,EU,Majority,28,81343.71,8.3,0.35,10.91,2,0,22886.92,personal,1,0.6052,0.5946990562857083,1
A00-00404,0,US,Minority,49,82647.0,8.12,0.307,6.03,0,0,23272.04,auto,1,0.7269,0.6697147930259585,1
A00-00405,0,EU,Minority,42,78508.91,10.8,0.34,4.51,2,1,29071.92,auto,0,0.217,0.22435690143985126,0
A00-00406,0,EU,Majority,43,69924.8,6.47,0.404,6.14,0,0,30682.33,personal,1,0.5362,0.5018442983744017,0
A00-00407,0,US,Minority,29,108685.05,2.88,0.335,5.79,1,0,35582.25,personal,1,0.6827,0.6450092875414833,1
A00-00408,0,EU,Majority,31,61564.61,7.29,0.353,7.29,1,0,21899.13,personal,1,0.4741,0.43349734159351844,0
A00-00409,0,EU,Minority,49,30963.19,7.84,0.49,5.14,1,0,28761.81,auto,1,0.2113,0.20548038284628964,0
A00-00410,0,EU,Majority,58,41620.71,11.77,0.512,7.12,1,0,24101.31,personal,0,0.2826,0.28143628828593326,0
A00-00411,0,US,Majority,44,96506.15,2.69,0.365,13.26,1,0,12424.13,auto,1,0.8318,0.7892611905552193,1
A00-00412,0,US,Majority,29,67043.59,3.15,0.344,3.64,2,0,28430.12,auto,1,0.3366,0.30001495561347824,0
A00-00413,0,EU,Minority,43,64522.09,5.87,0.242,0.5,0,0,28743.14,home_improvement,0,0.4667,0.4516214437273117,0
A00-00414,0,US,Majority,66,58192.05,8.26,0.52,13.33,1,0,19311.22,personal,0,0.5286,0.5420049758115095,0
A00-00415,0,US,Majority,40,59898.65,2.35,0.389,7.73,0,0,23237.79,home_improvement,1,0.541,0.5370143426284817,0
A00-00416,0,US,Majority,55,53545.18,2.74,0.346,6.95,2,0,20841.94,auto,1,0.3516,0.34142510692377553,0
A00-00417,0,EU,Minority,31,70451.87,9.42,0.385,6.66,1,0,26394.4,personal,0,0.4954,0.4593155658723988,0
A00-00418,0,US,Majority,39,66649.78,2.42,0.373,9.34,1,0,43294.23,personal,1,0.4664,0.5220112414969066,0
A00-00419,0,EU,Minority,46,69765.1,3.18,0.468,5.0,2,0,43650.26,personal,0,0.2517,0.2828006621329554,0
A00-00420,0,EU,Majority,43,74949.33,9.76,0.437,10.52,0,0,3000.0,personal,1,0.7372,0.6363588188644334,1
A00-00421,0,US,Majority,31,60408.3,8.19,0.523,4.65,0,0,30955.51,personal,1,0.3787,0.3249373225149396,0
A00-00422,0,US,Majority,30,40784.12,3.77,0.359,7.29,4,1,32161.71,personal,0,0.0419,0.06165999086225933,0
A00-00423,0,EU,Majority,50,39129.81,7.65,0.541,0.5,2,0,21743.62,home_improvement,1,0.1079,0.10534823250159558,0
A00-00424,0,US,Majority,52,126006.38,6.8,0.457,13.19,1,0,38648.21,personal,1,0.8537,0.8644545142281999,1
A00-00425,0,EU,Minority,56,89585.3,5.3,0.368,6.4,1,0,41655.33,personal,1,0.56,0.588447647029389,1
A00-00426,0,EU,Majority,59,93963.47,4.46,0.13,11.18,3,0,18700.98,auto,1,0.7404,0.7580964658782882,1
A00-00427,0,EU,Minority,40,48682.47,7.47,0.385,9.01,0,0,25560.01,home_improvement,1,0.5232,0.5527707707003011,1
A00-00428,0,US,Majority,36,68680.68,2.57,0.517,10.7,1,0,41179.74,home_improvement,1,0.4611,0.5434133869114488,0
A00-00429,0,EU,Minority,54,46008.11,7.42,0.282,7.07,0,0,15425.92,home_improvement,1,0.5406,0.5434333658378875,0
